id_aluno,nome,curso,periodo,cr,faltas,situacao_financeira,reprovacoes,idade,evadiu
950,Ana Magalhães,Ciência da Computação,1.0,8.0,4.0,estavel,0.0,21.0,0
951,Nara Mendes,Engenharia Civil,4.0,4.6,,intermediaria,0.0,23.0,0
952,Caio Ramos,Administração,1.0,4.8,2.0,estavel,0.0,22.0,0
953,Eloisa Nunes,Direito,6.0,4.0,23.0,dificuldade,3.0,28.0,1
954,Carlos Ribeiro,Direito,4.0,7.2,0.0,estavel,1.0,26.0,0
955,Paulo Martins,Administração,3.0,5.3,15.0,intermediaria,4.0,20.0,1
956,Marina Teixeira,Engenharia Civil,6.0,6.7,6.0,intermediaria,0.0,22.0,0
957,Hugo Freitas,Direito,8.0,7.4,1.0,dificuldade,0.0,23.0,0
958,Natalia Duarte,Ciência da Computação,5.0,5.2,2.0,estavel,0.0,27.0,0
959,Hana Andrade,Ciência da Computação,2.0,7.4,3.0,estavel,0.0,27.0,0
960,Ximena Siqueira,Ciência da Computação,8.0,6.6,0.0,estavel,1.0,17.0,0
961,Ulisses Rezende,Engenharia Civil,4.0,5.3,1.0,intermediaria,2.0,23.0,0
962,Camila Lima,Engenharia Civil,6.0,6.2,3.0,intermediaria,3.0,23.0,0
963,Rodrigo Lopes,Direito,7.0,,2.0,dificuldade,0.0,18.0,0
964,Matheus Nogueira,Ciência da Computação,3.0,,1.0,dificuldade,0.0,26.0,0
965,Victor Machado,Ciência da Computação,1.0,6.1,0.0,estavel,1.0,26.0,0
966,Samuel Rocha,Administração,2.0,6.1,5.0,estavel,3.0,19.0,0
967,Joana Torres,Medicina,5.0,8.5,13.0,dificuldade,0.0,25.0,0
968,Lucas Moura,Ciência da Computação,8.0,7.0,4.0,intermediaria,0.0,21.0,0
969,Carlos Batista,Engenharia Civil,8.0,4.3,40.0,intermediaria,1.0,25.0,1
970,Roberto Rocha,Administração,2.0,7.7,1.0,estavel,1.0,27.0,0
971,Luana Assis,Medicina,5.0,7.2,2.0,intermediaria,,18.0,0
972,Larissa Barros,Engenharia Civil,1.0,3.4,14.0,dificuldade,5.0,25.0,1
973,Marina Pires,Engenharia Civil,7.0,4.2,25.0,intermediaria,0.0,26.0,1
974,Rafael Leite,Engenharia Civil,4.0,5.4,7.0,intermediaria,1.0,17.0,0
975,Lucas Martins,Medicina,7.0,3.0,13.0,estavel,4.0,20.0,1
976,Natalia Santos,Administração,5.0,3.9,36.0,intermediaria,3.0,33.0,1
977,Fernanda Cunha,Direito,4.0,8.5,2.0,intermediaria,1.0,22.0,0
978,Sabrina Moreira,Medicina,7.0,6.6,0.0,intermediaria,1.0,23.0,0
979,Nara Vargas,Medicina,5.0,,6.0,estavel,1.0,29.0,0
980,Wagner Leal,Medicina,8.0,6.3,1.0,intermediaria,2.0,30.0,0
981,Igor Monteiro,Direito,4.0,6.0,40.0,dificuldade,1.0,22.0,1
982,Bruno Araújo,Ciência da Computação,5.0,,5.0,intermediaria,2.0,18.0,0
983,Talita Batista,Ciência da Computação,3.0,4.3,17.0,dificuldade,3.0,21.0,1
984,Vanessa Rocha,Ciência da Computação,6.0,5.6,9.0,intermediaria,0.0,18.0,0
985,Igor Mendes,Direito,3.0,7.4,1.0,intermediaria,1.0,21.0,0
986,Simone Dantas,Ciência da Computação,1.0,6.9,0.0,intermediaria,0.0,,0
987,Mariana Nogueira,Administração,5.0,7.5,5.0,estavel,3.0,19.0,0
988,Ulisses Vargas,Engenharia Civil,2.0,6.4,2.0,estavel,0.0,31.0,0
989,Nathan Vargas,Medicina,,4.9,12.0,estavel,1.0,20.0,1
990,Nathan Freitas,Engenharia Civil,1.0,7.6,14.0,estavel,1.0,,0
991,Gustavo Azevedo,Ciência da Computação,8.0,7.8,0.0,intermediaria,1.0,23.0,0
992,Sônia Nascimento,Medicina,8.0,6.8,5.0,estavel,2.0,28.0,0
993,Felipe Azevedo,Administração,7.0,5.3,1.0,estavel,0.0,17.0,0
994,Felipe Araújo,Direito,7.0,3.4,28.0,intermediaria,3.0,28.0,1
995,Valentina Assis,Direito,1.0,4.3,1.0,estavel,0.0,19.0,0
996,Iara Rocha,Engenharia Civil,4.0,,1.0,intermediaria,0.0,18.0,0
997,Aline Campos,Administração,7.0,5.7,0.0,estavel,0.0,30.0,0
998,Débora Ramos,Direito,2.0,7.1,7.0,intermediaria,0.0,23.0,0
999,Guilherme Ramos,Medicina,2.0,7.3,2.0,intermediaria,0.0,21.0,0
1000,Karla Pinto,Medicina,,7.5,0.0,intermediaria,0.0,24.0,0
1001,Nathan Neto,Engenharia Civil,8.0,6.8,8.0,intermediaria,0.0,21.0,0
1002,Ulisses Rodrigues,Medicina,6.0,5.7,13.0,intermediaria,5.0,19.0,1
1003,Carla Vieira,Engenharia Civil,3.0,7.4,2.0,intermediaria,1.0,18.0,0
1004,Henrique Carvalho,Ciência da Computação,7.0,3.9,11.0,dificuldade,2.0,17.0,1
1005,Wagner Carvalho,Medicina,8.0,6.6,1.0,intermediaria,0.0,24.0,0
1006,Isabella Pereira,Administração,5.0,5.0,,intermediaria,2.0,17.0,1
1007,Tatiana Santos,Medicina,7.0,5.9,10.0,intermediaria,0.0,29.0,0
1008,Lucas Mendes,Medicina,5.0,7.0,,estavel,0.0,23.0,0
1009,Eduardo Silva,Direito,1.0,6.3,5.0,estavel,3.0,28.0,0
1010,Otávio Ferreira,Ciência da Computação,3.0,5.9,,intermediaria,0.0,27.0,0
1011,Carlos Alves,Direito,3.0,6.3,6.0,estavel,0.0,26.0,0
1012,Adriana Castro,Administração,8.0,6.7,1.0,estavel,1.0,19.0,0
1013,Danilo Castro,Engenharia Civil,5.0,7.3,9.0,intermediaria,0.0,,0
1014,Felipe Dias,Direito,2.0,5.2,8.0,intermediaria,0.0,34.0,0
1015,Sônia Fonseca,Direito,1.0,5.2,9.0,intermediaria,1.0,23.0,0
1016,Ximena Nogueira,Ciência da Computação,1.0,5.5,5.0,estavel,0.0,27.0,0
1017,Priscila Dias,Administração,3.0,7.2,5.0,dificuldade,0.0,18.0,0
1018,Kevin Neto,Medicina,8.0,6.7,20.0,intermediaria,2.0,21.0,0
1019,Pedro Lopes,Engenharia Civil,5.0,6.3,4.0,estavel,2.0,23.0,0
1020,Fernanda Melo,Direito,2.0,6.3,0.0,intermediaria,1.0,28.0,0
1021,Samuel Pereira,Medicina,2.0,5.3,2.0,intermediaria,0.0,29.0,0
1022,Leonardo Costa,Ciência da Computação,3.0,4.2,15.0,intermediaria,0.0,26.0,1
1023,Kevin Rodrigues,Engenharia Civil,6.0,7.4,2.0,estavel,1.0,22.0,0
1024,Olivia Torres,Medicina,8.0,6.1,3.0,estavel,1.0,35.0,0
1025,Simone Oliveira,Engenharia Civil,2.0,6.4,1.0,estavel,0.0,23.0,0
1026,Karla Dias,Administração,6.0,5.8,12.0,intermediaria,1.0,19.0,1
1027,Natalia Dias,Direito,1.0,5.2,6.0,dificuldade,0.0,27.0,1
1028,Olivia Rodrigues,Medicina,3.0,6.3,1.0,intermediaria,1.0,25.0,0
1029,Isabela Mendes,Engenharia Civil,,7.2,17.0,intermediaria,1.0,22.0,0
1030,Tiago Azevedo,Engenharia Civil,2.0,,1.0,dificuldade,1.0,25.0,0
1031,Danilo Cruz,Engenharia Civil,3.0,6.4,3.0,intermediaria,0.0,29.0,0
1032,Olivia Cavalcanti,Administração,4.0,3.9,24.0,intermediaria,4.0,19.0,1
1033,Valentina Barros,Ciência da Computação,5.0,6.2,4.0,dificuldade,0.0,20.0,0
1034,Wagner Matos,Administração,8.0,4.4,6.0,dificuldade,0.0,20.0,1
1035,Felipe Lopes,Engenharia Civil,1.0,4.3,22.0,intermediaria,2.0,26.0,1
1036,Roberto Pires,Medicina,1.0,5.7,12.0,estavel,0.0,27.0,0
1037,Priscila Moura,Administração,,6.5,2.0,estavel,0.0,23.0,0
1038,Olivia Pires,Administração,7.0,2.9,9.0,dificuldade,0.0,20.0,1
1039,Gustavo Braga,Medicina,1.0,7.2,4.0,intermediaria,0.0,24.0,0
1040,Luana Freitas,Direito,6.0,4.6,5.0,intermediaria,0.0,26.0,0
1041,Talita Pereira,Medicina,6.0,3.7,40.0,intermediaria,1.0,27.0,1
1042,Thiago Castro,Administração,5.0,5.3,14.0,intermediaria,2.0,17.0,0
1043,Igor Magalhães,Administração,1.0,8.3,2.0,intermediaria,2.0,20.0,0
1044,Iara Pereira,Medicina,6.0,8.0,7.0,intermediaria,0.0,28.0,0
1045,Karla Pinto,Medicina,4.0,8.1,8.0,intermediaria,1.0,,0
1046,Sônia Rocha,Medicina,7.0,4.1,15.0,intermediaria,3.0,26.0,1
1047,Tiago Ribeiro,Administração,8.0,7.8,3.0,intermediaria,0.0,28.0,0
1048,Luana Rezende,Medicina,2.0,5.4,2.0,estavel,0.0,23.0,0
1049,Henrique Pereira,Direito,3.0,7.9,11.0,estavel,0.0,18.0,0
1050,Giovanna Coelho,Administração,8.0,5.5,2.0,dificuldade,0.0,26.0,0
1051,Nicolas Machado,Ciência da Computação,7.0,4.7,3.0,estavel,2.0,20.0,0
1052,Diego Gomes,Administração,7.0,7.0,3.0,intermediaria,1.0,23.0,0
1053,Natalia Mendes,Ciência da Computação,7.0,5.1,3.0,estavel,2.0,19.0,0
1054,Tatiana Nogueira,Administração,6.0,6.8,1.0,estavel,0.0,23.0,0
1055,Beatriz Vargas,Medicina,7.0,7.0,15.0,estavel,0.0,24.0,0
1056,Ursula Ferreira,Administração,8.0,7.7,9.0,estavel,1.0,25.0,0
1057,Eloisa Cavalcanti,Medicina,7.0,5.8,0.0,intermediaria,0.0,18.0,0
1058,Talita Leite,Direito,6.0,5.4,6.0,estavel,2.0,22.0,0
1059,Bernardo Araújo,Engenharia Civil,4.0,4.5,23.0,dificuldade,,21.0,1
1060,Natalia Azevedo,Medicina,3.0,3.7,40.0,dificuldade,2.0,24.0,1
1061,João Lopes,Medicina,2.0,7.2,2.0,estavel,0.0,21.0,0
1062,Pedro Pires,Medicina,6.0,6.8,0.0,estavel,0.0,25.0,0
1063,Gabriela Dias,Administração,6.0,3.8,19.0,intermediaria,3.0,19.0,1
1064,Lucas Vargas,Ciência da Computação,4.0,8.0,3.0,estavel,0.0,23.0,0
1065,Danilo Freitas,Engenharia Civil,5.0,3.6,40.0,estavel,1.0,30.0,1
1066,Patricia Araújo,Direito,6.0,,2.0,estavel,1.0,27.0,0
1067,Luana Matos,Engenharia Civil,4.0,7.9,1.0,intermediaria,0.0,20.0,0
1068,Natalia Lima,Medicina,5.0,4.7,4.0,estavel,0.0,22.0,0
1069,Roberto Lima,Direito,5.0,3.3,40.0,dificuldade,2.0,20.0,1
1070,Nara Nogueira,Engenharia Civil,8.0,6.0,7.0,intermediaria,0.0,23.0,0
1071,Henrique Braga,Administração,6.0,7.0,5.0,estavel,0.0,31.0,0
1072,Gabriela Araújo,Medicina,7.0,4.9,15.0,intermediaria,3.0,23.0,1
1073,Wagner Freitas,Ciência da Computação,8.0,3.3,14.0,dificuldade,2.0,19.0,1
1074,Otávio Dias,Ciência da Computação,6.0,6.5,4.0,intermediaria,3.0,31.0,0
1075,Sônia Torres,Medicina,7.0,6.7,5.0,intermediaria,0.0,26.0,0
1076,Bernardo Matos,Medicina,7.0,,15.0,dificuldade,3.0,,1
1077,Larissa Barros,Direito,8.0,6.1,0.0,estavel,0.0,23.0,0
1078,Vera Souza,Medicina,8.0,7.2,2.0,intermediaria,0.0,22.0,0
1079,Hana Oliveira,Ciência da Computação,3.0,4.3,10.0,intermediaria,2.0,19.0,1
1080,Yasmin Machado,Engenharia Civil,4.0,5.4,3.0,estavel,0.0,25.0,0
1081,Wanessa Medeiros,Medicina,7.0,4.5,23.0,intermediaria,2.0,24.0,1
1082,Olivia Melo,Engenharia Civil,1.0,5.9,3.0,intermediaria,,18.0,0
1083,Elena Castro,Direito,8.0,8.4,5.0,estavel,1.0,21.0,0
1084,Renata Leite,Engenharia Civil,5.0,8.6,11.0,estavel,0.0,37.0,0
1085,Hana Machado,Ciência da Computação,7.0,5.4,6.0,intermediaria,3.0,21.0,1
1086,Tatiana Nogueira,Medicina,4.0,8.2,3.0,estavel,0.0,21.0,0
1087,Elena Gonçalves,Medicina,1.0,6.7,,estavel,1.0,22.0,0
1088,Alexandre Braga,Engenharia Civil,3.0,2.9,40.0,intermediaria,0.0,20.0,1
1089,Ulisses Guimarães,Administração,1.0,4.3,13.0,dificuldade,1.0,19.0,1
1090,Nathan Gonçalves,Direito,4.0,3.9,10.0,intermediaria,0.0,23.0,0
1091,João Barros,Administração,3.0,5.9,5.0,intermediaria,0.0,26.0,0
1092,Igor Ribeiro,Medicina,6.0,6.0,11.0,estavel,0.0,27.0,0
1093,Marina Silva,Engenharia Civil,,6.0,5.0,intermediaria,,22.0,0
1094,Yasmin Assis,Administração,1.0,5.2,0.0,dificuldade,2.0,20.0,0
1095,Patricia Ribeiro,Direito,,5.8,2.0,intermediaria,0.0,,0
1096,Sabrina Cruz,Engenharia Civil,1.0,4.3,17.0,dificuldade,2.0,22.0,1
1097,João Ferreira,Direito,2.0,6.9,2.0,dificuldade,1.0,23.0,0
1098,Igor Leite,Medicina,3.0,7.9,4.0,intermediaria,0.0,20.0,0
1099,Wagner Gonçalves,Engenharia Civil,5.0,5.7,5.0,intermediaria,1.0,24.0,0
1100,Nara Santos,Medicina,6.0,7.0,10.0,estavel,0.0,19.0,0
1101,Natalia Cardoso,Engenharia Civil,2.0,6.2,1.0,intermediaria,0.0,25.0,0
1102,Marcelo Carvalho,Engenharia Civil,8.0,7.1,1.0,intermediaria,0.0,26.0,0
1103,Débora Oliveira,Ciência da Computação,4.0,6.8,3.0,intermediaria,1.0,23.0,0
1104,Leonardo Melo,Administração,1.0,5.9,1.0,intermediaria,2.0,28.0,0
1105,Débora Azevedo,Administração,5.0,2.9,12.0,dificuldade,,22.0,1
1106,Camila Campos,Administração,6.0,3.9,40.0,dificuldade,,23.0,1
1107,Fábio Fonseca,Medicina,1.0,4.7,24.0,dificuldade,1.0,24.0,1
1108,Fernanda Dias,Administração,3.0,4.2,,estavel,2.0,25.0,1
1109,Helena Barros,Administração,6.0,,6.0,intermediaria,1.0,22.0,0
1110,Eduardo Amaral,Direito,3.0,6.5,2.0,dificuldade,0.0,24.0,0
1111,Elias Cruz,Ciência da Computação,4.0,6.8,4.0,intermediaria,0.0,18.0,0
1112,Sabrina Queiroz,Ciência da Computação,4.0,4.5,7.0,intermediaria,1.0,19.0,1
1113,Marcelo Queiroz,Ciência da Computação,3.0,2.2,40.0,dificuldade,3.0,22.0,1
1114,Ximena Ramos,Medicina,2.0,5.6,7.0,dificuldade,2.0,23.0,0
1115,Olivia Souza,Ciência da Computação,,6.7,7.0,intermediaria,0.0,24.0,0
1116,Ulisses Azevedo,Medicina,3.0,5.2,25.0,intermediaria,1.0,23.0,1
1117,Juliana Moura,Ciência da Computação,6.0,7.2,4.0,intermediaria,0.0,20.0,0
1118,Gustavo Amaral,Ciência da Computação,5.0,3.9,28.0,dificuldade,2.0,,1
1119,Valentina Brito,Direito,5.0,4.9,0.0,intermediaria,0.0,24.0,0
1120,Fábio Martins,Medicina,6.0,5.2,8.0,estavel,0.0,28.0,0
1121,Eduardo Assis,Ciência da Computação,5.0,5.9,3.0,intermediaria,0.0,29.0,0
1122,Fernanda Ramos,Direito,,2.5,10.0,dificuldade,4.0,25.0,1
1123,Elena Pereira,Direito,,6.0,1.0,estavel,0.0,20.0,0
1124,Ursula Fonseca,Engenharia Civil,1.0,6.5,1.0,dificuldade,0.0,23.0,0
1125,Mariana Campos,Medicina,5.0,4.9,,dificuldade,1.0,22.0,1
1126,Joana Ribeiro,Medicina,3.0,8.5,8.0,intermediaria,,23.0,0
1127,Rodrigo Nogueira,Engenharia Civil,4.0,4.7,13.0,dificuldade,3.0,22.0,1
1128,Samuel Xavier,Direito,6.0,5.7,3.0,estavel,0.0,24.0,0
1129,Nara Dias,Direito,8.0,2.5,5.0,estavel,3.0,22.0,1
1130,Wagner Rezende,Direito,2.0,6.5,5.0,dificuldade,0.0,28.0,0
1131,José Azevedo,Engenharia Civil,5.0,7.2,2.0,intermediaria,3.0,18.0,0
1132,Gustavo Leal,Medicina,8.0,6.8,4.0,intermediaria,2.0,28.0,0
1133,João Amaral,Administração,2.0,7.3,1.0,intermediaria,0.0,28.0,0
1134,Fábio Ramos,Administração,8.0,3.6,,dificuldade,5.0,31.0,1
1135,Rodrigo Guimarães,Ciência da Computação,3.0,7.8,5.0,intermediaria,2.0,32.0,0
1136,Diego Martins,Administração,4.0,3.4,40.0,estavel,3.0,,1
1137,Larissa Gomes,Ciência da Computação,6.0,6.7,16.0,dificuldade,,23.0,0
1138,Ulisses Queiroz,Direito,3.0,5.2,1.0,estavel,1.0,20.0,0
1139,Kevin Souza,Ciência da Computação,3.0,6.3,2.0,estavel,2.0,17.0,0
1140,Diego Queiroz,Administração,6.0,5.2,9.0,intermediaria,3.0,26.0,0
1141,Ximena Coelho,Medicina,6.0,7.7,2.0,intermediaria,1.0,19.0,0
1142,Matheus Moreira,Engenharia Civil,5.0,5.5,9.0,estavel,1.0,23.0,0
1143,Igor Lopes,Administração,6.0,7.5,5.0,intermediaria,1.0,23.0,0
1144,Rodrigo Santos,Direito,4.0,8.0,0.0,dificuldade,1.0,27.0,0
1145,Bruna Correia,Administração,3.0,4.5,20.0,dificuldade,1.0,30.0,1
1146,Otávio Siqueira,Ciência da Computação,4.0,7.0,1.0,intermediaria,0.0,22.0,0
1147,Roberto Nunes,Administração,6.0,7.0,0.0,intermediaria,1.0,29.0,0
1148,Bruno Andrade,Engenharia Civil,7.0,8.3,2.0,estavel,1.0,22.0,0
1149,Natalia Batista,Administração,2.0,5.6,4.0,intermediaria,1.0,24.0,0
1150,Flávia Vieira,Direito,8.0,7.3,3.0,dificuldade,2.0,21.0,0
1151,Roberto Teixeira,Ciência da Computação,6.0,3.7,26.0,dificuldade,0.0,28.0,1
1152,Alexandre Araújo,Medicina,1.0,5.9,5.0,dificuldade,0.0,19.0,0
1153,Camila Rezende,Direito,7.0,4.4,7.0,intermediaria,5.0,19.0,1
1154,Bernardo Castro,Ciência da Computação,1.0,6.9,7.0,estavel,0.0,22.0,0
1155,Rodrigo Nascimento,Direito,6.0,6.8,6.0,intermediaria,0.0,23.0,0
1156,Ximena Pinto,Engenharia Civil,2.0,6.5,5.0,intermediaria,0.0,21.0,0
1157,Tatiana Rezende,Administração,7.0,7.0,10.0,estavel,0.0,,0
1158,Eloisa Araújo,Administração,7.0,8.4,11.0,intermediaria,2.0,22.0,0
1159,Otávio Campos,Direito,6.0,3.1,26.0,intermediaria,3.0,24.0,1
1160,Gabriela Borges,Direito,7.0,5.7,6.0,estavel,0.0,26.0,0
1161,Ursula Monteiro,Administração,3.0,5.0,10.0,estavel,0.0,26.0,0
1162,Pedro Rezende,Engenharia Civil,8.0,2.2,20.0,dificuldade,0.0,26.0,1
1163,Olivia Guimarães,Engenharia Civil,1.0,7.4,10.0,estavel,0.0,19.0,0
1164,Matheus Lopes,Engenharia Civil,4.0,4.0,28.0,estavel,,22.0,1
1165,Isabela Lima,Medicina,8.0,6.7,1.0,intermediaria,0.0,23.0,0
1166,Alexandre Pires,Medicina,3.0,6.8,0.0,estavel,0.0,20.0,0
1167,Nara Batista,Engenharia Civil,2.0,6.1,3.0,estavel,0.0,30.0,0
1168,Iara Leal,Medicina,5.0,8.0,5.0,intermediaria,0.0,27.0,0
1169,Aline Moreira,Administração,8.0,7.8,1.0,estavel,0.0,,0
1170,Roberto Lemos,Engenharia Civil,1.0,3.2,27.0,intermediaria,3.0,24.0,1
1171,João Medeiros,Direito,3.0,5.9,10.0,intermediaria,,23.0,0
1172,Otávio Barbosa,Direito,5.0,6.6,2.0,intermediaria,2.0,19.0,0
1173,Camila Alves,Administração,8.0,4.4,4.0,intermediaria,1.0,29.0,0
1174,Olivia Castro,Administração,3.0,6.6,0.0,estavel,0.0,,0
1175,Isabella Nunes,Administração,3.0,6.9,3.0,estavel,1.0,,0
1176,Marina Freitas,Administração,5.0,2.7,21.0,dificuldade,4.0,27.0,1
1177,Alexandre Pereira,Administração,8.0,8.5,8.0,intermediaria,1.0,21.0,0
1178,Kevin Souza,Ciência da Computação,2.0,5.6,2.0,estavel,1.0,23.0,0
1179,Isabella Rezende,Medicina,7.0,6.6,,intermediaria,2.0,22.0,0
1180,Carla Borges,Medicina,5.0,6.5,5.0,intermediaria,0.0,29.0,0
1181,Iara Nunes,Engenharia Civil,6.0,7.2,1.0,dificuldade,0.0,26.0,0
1182,Carlos Pereira,Administração,5.0,2.8,40.0,intermediaria,1.0,22.0,1
1183,Guilherme Coelho,Medicina,3.0,7.5,13.0,dificuldade,2.0,20.0,1
1184,Natalia Azevedo,Ciência da Computação,2.0,6.0,3.0,estavel,2.0,29.0,0
1185,Victor Teixeira,Engenharia Civil,7.0,9.5,1.0,intermediaria,,18.0,0
1186,Sônia Vargas,Medicina,8.0,6.3,2.0,estavel,0.0,22.0,0
1187,Joana Neto,Engenharia Civil,2.0,7.1,4.0,intermediaria,3.0,30.0,0
1188,Tatiana Duarte,Medicina,8.0,3.5,21.0,intermediaria,4.0,26.0,1
1189,Roberto Oliveira,Medicina,3.0,5.3,15.0,estavel,0.0,22.0,0
1190,Patricia Lopes,Medicina,1.0,7.6,5.0,intermediaria,0.0,,0
1191,Carla Lopes,Direito,4.0,4.1,6.0,dificuldade,2.0,23.0,1
1192,Tatiana Lemos,Direito,2.0,6.0,1.0,estavel,0.0,24.0,0
1193,Isabela Ramos,Administração,5.0,5.7,1.0,estavel,2.0,20.0,0
1194,Bernardo Lemos,Ciência da Computação,5.0,7.1,1.0,estavel,0.0,23.0,0
1195,Rodrigo Ferreira,Ciência da Computação,3.0,7.6,3.0,intermediaria,0.0,20.0,0
1196,Mariana Dantas,Direito,4.0,6.3,1.0,intermediaria,2.0,26.0,0
1197,Flávia Gomes,Direito,4.0,6.5,4.0,dificuldade,0.0,28.0,0
1198,Igor Viana,Direito,8.0,9.3,3.0,estavel,1.0,24.0,0
1199,Isabela Pereira,Engenharia Civil,2.0,4.9,6.0,estavel,1.0,22.0,0
1200,Larissa Batista,Ciência da Computação,8.0,5.6,4.0,estavel,0.0,26.0,0
1201,Igor Magalhães,Medicina,2.0,5.5,0.0,intermediaria,1.0,25.0,0
1202,Roberto Almeida,Ciência da Computação,,5.4,1.0,intermediaria,2.0,18.0,0
1203,Karla Araújo,Administração,6.0,4.2,19.0,intermediaria,2.0,23.0,1
1204,Fábio Souza,Administração,2.0,5.5,8.0,intermediaria,0.0,23.0,0
1205,Eduardo Silva,Ciência da Computação,4.0,4.4,1.0,intermediaria,1.0,24.0,0
1206,Gabriela Silva,Medicina,6.0,5.2,3.0,dificuldade,0.0,24.0,0
1207,Eloisa Almeida,Medicina,5.0,5.3,14.0,intermediaria,5.0,19.0,1
1208,Hana Castro,Medicina,7.0,5.9,11.0,intermediaria,0.0,22.0,0
1209,Roberto Cardoso,Administração,4.0,5.9,3.0,estavel,1.0,22.0,0
1210,Kevin Rezende,Direito,3.0,5.1,40.0,dificuldade,3.0,20.0,1
1211,Camila Martins,Direito,3.0,9.2,5.0,estavel,0.0,21.0,0
1212,Ximena Lemos,Ciência da Computação,8.0,7.1,0.0,intermediaria,0.0,20.0,0
1213,Queila Duarte,Direito,5.0,7.4,4.0,estavel,1.0,24.0,0
1214,Eduardo Oliveira,Medicina,7.0,2.9,19.0,estavel,0.0,22.0,1
1215,Yasmin Vieira,Direito,5.0,2.7,10.0,dificuldade,0.0,19.0,1
1216,Camila Cavalcanti,Administração,1.0,3.5,4.0,dificuldade,2.0,22.0,1
1217,Danilo Santos,Administração,8.0,5.8,5.0,dificuldade,3.0,22.0,1
1218,Helena Martins,Administração,7.0,5.7,31.0,dificuldade,2.0,20.0,1
1219,Bruno Nunes,Ciência da Computação,6.0,7.5,0.0,estavel,0.0,29.0,0
1220,Olivia Brito,Medicina,4.0,4.9,24.0,dificuldade,3.0,23.0,1
1221,Camila Campos,Medicina,8.0,6.2,6.0,intermediaria,1.0,26.0,0
1222,Eduardo Cunha,Medicina,4.0,3.7,15.0,dificuldade,2.0,18.0,1
1223,Guilherme Costa,Ciência da Computação,5.0,7.4,9.0,intermediaria,0.0,28.0,0
1224,Eduardo Batista,Engenharia Civil,2.0,5.1,5.0,intermediaria,0.0,31.0,0
1225,Marina Barbosa,Medicina,,5.6,12.0,intermediaria,1.0,26.0,0
1226,Leonardo Xavier,Medicina,8.0,3.3,5.0,intermediaria,2.0,28.0,1
1227,Renata Ferreira,Engenharia Civil,6.0,6.0,0.0,intermediaria,0.0,22.0,0
1228,Luana Borges,Administração,5.0,6.5,6.0,intermediaria,0.0,,0
1229,Priscila Martins,Direito,1.0,6.6,8.0,intermediaria,0.0,20.0,0
1230,João Leite,Ciência da Computação,5.0,6.1,10.0,estavel,1.0,21.0,0
1231,Kevin Cardoso,Medicina,7.0,5.0,18.0,dificuldade,4.0,37.0,1
1232,Pedro Medeiros,Engenharia Civil,8.0,7.2,6.0,intermediaria,0.0,21.0,0
1233,Patricia Guimarães,Ciência da Computação,8.0,2.8,8.0,intermediaria,5.0,30.0,1
1234,Henrique Rocha,Engenharia Civil,5.0,3.8,28.0,dificuldade,3.0,21.0,1
1235,Kevin Medeiros,Medicina,5.0,6.8,6.0,estavel,0.0,24.0,0
1236,Gabriela Leite,Medicina,5.0,6.0,8.0,intermediaria,0.0,24.0,0
1237,Larissa Torres,Ciência da Computação,2.0,6.4,5.0,intermediaria,,27.0,0
1238,Guilherme Dantas,Direito,8.0,6.4,2.0,estavel,0.0,21.0,0
1239,Gabriela Martins,Direito,8.0,4.9,8.0,estavel,4.0,26.0,0
1240,Ursula Gomes,Engenharia Civil,,6.4,3.0,intermediaria,0.0,19.0,0
1241,Leonardo Vargas,Direito,8.0,7.4,4.0,estavel,0.0,28.0,0
1242,Gabriela Teixeira,Ciência da Computação,3.0,7.0,1.0,estavel,1.0,18.0,0
1243,Vera Andrade,Ciência da Computação,5.0,5.9,,estavel,1.0,26.0,0
1244,Samuel Azevedo,Administração,6.0,7.0,0.0,intermediaria,1.0,23.0,0
1245,Wagner Siqueira,Ciência da Computação,4.0,6.2,3.0,intermediaria,0.0,22.0,0
1246,Pedro Cruz,Medicina,4.0,5.7,2.0,intermediaria,0.0,22.0,0
1247,Thiago Lemos,Direito,5.0,6.0,3.0,estavel,0.0,17.0,0
1248,Isabela Oliveira,Ciência da Computação,3.0,5.7,2.0,estavel,0.0,20.0,0
1249,Nathan Leal,Direito,7.0,4.4,18.0,dificuldade,1.0,28.0,1
1250,Wanessa Torres,Engenharia Civil,1.0,5.2,9.0,estavel,,26.0,0
1251,Nicolas Pires,Ciência da Computação,2.0,7.1,10.0,estavel,1.0,29.0,0
1252,Bernardo Barros,Engenharia Civil,8.0,3.7,12.0,dificuldade,2.0,30.0,1
1253,Daniela Azevedo,Medicina,8.0,5.0,12.0,intermediaria,3.0,20.0,1
1254,Beatriz Cardoso,Ciência da Computação,4.0,7.1,9.0,intermediaria,1.0,21.0,0
1255,Elena Martins,Direito,2.0,3.0,23.0,dificuldade,,24.0,1
1256,Vanessa Cavalcanti,Direito,6.0,6.0,2.0,intermediaria,1.0,25.0,0
1257,Wagner Guimarães,Direito,7.0,5.6,3.0,estavel,1.0,22.0,0
1258,Juliana Melo,Direito,7.0,7.1,9.0,estavel,0.0,24.0,0
1259,Fábio Lopes,Engenharia Civil,2.0,3.6,34.0,estavel,4.0,29.0,1
1260,José Pinto,Direito,2.0,6.5,10.0,intermediaria,2.0,19.0,0
1261,Caio Gomes,Medicina,5.0,4.9,35.0,intermediaria,1.0,21.0,1
1262,Gabriela Coelho,Medicina,6.0,6.2,6.0,intermediaria,1.0,22.0,0
